order_id,order_date,category,region,customer_segment,price,quantity,total_value
10452,2025-08-26,A,East,retail,28.6,5,143.0
10453,2025-06-27,B,North,business,27.92,1,27.92
10454,2025-06-04,A,North,business,22.73,4,90.92
10455,2025-04-02,A,North,business,29.15,3,87.45
10456,2025-11-17,A,East,business,30.76,1,30.76
10457,2025-12-09,D,South,retail,7.49,3,22.47
10458,2025-10-09,B,West,retail,22.63,2,45.26
10459,2025-07-07,C,North,retail,10.15,4,40.6
10460,2025-06-03,A,North,retail,38.65,4,154.6
10461,2025-12-09,C,West,business,9.72,6,58.32
10462,2025-01-17,A,East,retail,25.79,4,103.16
10463,2025-06-05,A,North,retail,28.3,2,56.6
10464,2025-03-01,A,West,retail,32.76,1,32.76
10465,2025-11-13,A,West,retail,37.02,3,111.06
10466,2025-06-18,A,North,retail,34.87,3,104.61
10467,2025-03-12,A,North,retail,37.12,1,37.12
10468,2025-07-03,A,South,retail,44.09,3,132.27
10469,2025-12-04,A,South,retail,30.67,2,61.34
10470,2025-07-02,A,North,retail,23.85,1,23.85
10471,2025-06-27,A,North,business,30.21,7,211.47
10472,2025-03-07,B,East,retail,18.65,1,18.65
10473,2025-02-17,B,West,business,19.67,4,78.68
10474,2025-11-15,A,East,business,45.03,7,315.21
10475,2025-11-23,B,South,retail,22.08,2,44.16
10476,2025-08-12,C,South,business,13.29,4,53.16
10477,2025-06-18,A,East,retail,33.83,1,33.83
10478,2025-09-12,A,North,retail,25.51,2,51.02
10479,2025-03-04,C,East,retail,9.03,2,18.06
10480,2025-04-06,D,South,business,6.46,2,12.92
10481,2025-12-09,A,East,retail,23.79,2,47.58
10482,2025-12-13,B,West,retail,16.46,2,32.92
10483,2025-07-10,C,South,retail,11.21,1,11.21
10484,2025-07-01,A,North,retail,28.0,3,84.0
10485,2025-09-17,A,West,retail,36.8,1,36.8
10486,2025-08-12,B,East,retail,21.1,3,63.3
10487,2025-12-24,A,East,retail,32.39,3,97.17
10488,2025-08-21,A,North,retail,25.14,5,125.7
10489,2025-09-09,A,East,retail,27.41,2,54.82
10490,2025-09-03,D,East,retail,8.45,2,16.9
10491,2025-09-23,A,North,retail,32.66,1,32.66
10492,2025-06-23,A,South,business,35.0,2,70.0
10493,2025-05-22,C,North,retail,18.01,6,108.06
10494,2025-10-16,C,South,retail,10.11,2,20.22
10495,2025-07-03,A,East,business,28.05,5,140.25
10496,2025-05-23,A,West,retail,20.05,2,40.1
10497,2025-05-27,A,South,retail,21.61,3,64.83
10498,2025-09-22,A,North,business,24.25,5,121.25
10499,2025-01-16,A,North,retail,26.19,2,52.38
10500,2025-08-21,A,South,business,30.12,2,60.24
10501,2025-03-25,C,West,retail,9.27,3,27.81
10502,2025-08-28,A,West,retail,32.37,2,64.74
10503,2025-04-26,C,North,retail,14.84,1,14.84
10504,2025-10-15,C,East,retail,12.13,1,12.13
10505,2025-05-21,A,West,retail,43.32,3,129.96
10506,2025-06-18,A,North,retail,48.84,2,97.68
10507,2025-12-16,B,North,retail,17.33,3,51.99
10508,2025-08-14,D,West,business,9.43,2,18.86
10509,2025-03-12,C,North,retail,10.97,3,32.91
10510,2025-11-27,A,West,business,34.97,5,174.85
10511,2025-02-02,A,East,retail,41.2,1,41.2
10512,2025-10-28,C,North,retail,14.24,2,28.48
10513,2025-09-10,B,West,business,24.32,6,145.92
10514,2025-06-10,A,West,business,30.62,3,91.86
10515,2025-06-24,A,East,retail,33.08,5,165.4
10516,2025-10-07,B,East,retail,30.9,3,92.7
10517,2025-12-07,A,South,business,47.59,5,237.95
10518,2025-08-25,B,West,retail,17.62,1,17.62
10519,2025-04-04,A,North,business,33.28,8,266.24
10520,2025-01-28,B,South,retail,21.25,1,21.25
10521,2025-11-08,A,East,retail,30.46,4,121.84
10522,2025-07-16,A,South,retail,17.67,2,35.34
10523,2025-11-22,B,West,retail,22.72,3,68.16
10524,2025-04-17,A,East,retail,34.38,3,103.14
10525,2025-05-04,A,South,retail,24.06,1,24.06
10526,2025-03-01,B,West,retail,15.34,2,30.68
10527,2025-12-20,A,West,business,47.52,11,522.72
10528,2025-04-28,B,East,retail,20.14,2,40.28
10529,2025-08-23,A,East,business,20.34,4,81.36
10530,2025-10-27,A,North,business,37.44,3,112.32
10531,2025-06-26,A,North,retail,40.31,3,120.93
10532,2025-07-17,A,East,retail,18.83,2,37.66
10533,2025-08-20,C,West,retail,14.34,3,43.02
10534,2025-07-18,A,West,business,40.34,3,121.02
10535,2025-12-22,B,East,retail,18.68,2,37.36
10536,2025-07-09,A,West,retail,32.76,1,32.76
10537,2025-11-04,A,North,retail,48.62,2,97.24
10538,2025-03-24,A,South,business,33.23,6,199.38
10539,2025-02-21,B,North,business,25.8,3,77.4
10540,2025-05-04,A,North,retail,40.59,2,81.18
10541,2025-07-01,A,East,retail,22.73,2,45.46
10542,2025-02-19,C,South,business,9.92,1,9.92
10543,2025-10-25,C,East,retail,18.83,2,37.66
10544,2025-09-24,B,East,retail,23.34,1,23.34
10545,2025-03-14,A,East,retail,25.38,2,50.76
10546,2025-12-09,A,East,retail,35.99,3,107.97
10547,2025-08-28,A,East,retail,22.7,3,68.1
10548,2025-12-25,C,East,business,12.57,1,12.57
10549,2025-09-09,A,East,business,29.66,2,59.32
10550,2025-01-07,B,West,retail,23.84,2,47.68
10551,2025-11-12,A,East,retail,19.14,1,19.14
10552,2025-12-20,C,North,business,12.65,2,25.3
10553,2025-09-23,B,South,retail,12.4,3,37.2
10554,2025-11-02,A,South,retail,25.96,3,77.88
10555,2025-12-28,A,North,retail,24.64,2,49.28
10556,2025-10-25,A,East,retail,28.68,3,86.04
10557,2025-05-15,A,North,retail,29.34,3,88.02
10558,2025-12-21,C,West,business,15.43,2,30.86
10559,2025-01-26,B,South,retail,16.93,1,16.93
10560,2025-11-21,A,East,business,32.22,2,64.44
10561,2025-10-06,D,South,retail,7.87,2,15.74
10562,2025-11-22,A,West,business,36.54,7,255.78
10563,2025-06-23,A,North,business,28.19,2,56.38
10564,2025-11-21,B,East,business,30.0,2,60.0
10565,2025-06-06,C,North,retail,11.64,4,46.56
10566,2025-12-17,A,North,retail,26.01,2,52.02
10567,2025-06-13,A,West,business,47.98,1,47.98
10568,2025-04-16,A,North,business,38.76,5,193.8
10569,2025-06-21,A,North,retail,30.37,2,60.74
10570,2025-11-03,A,West,retail,41.66,4,166.64
10571,2025-12-25,A,North,retail,29.3,1,29.3
10572,2025-06-16,C,East,business,18.06,6,108.36
10573,2025-09-26,C,South,retail,20.14,2,40.28
10574,2025-08-18,C,West,business,9.98,6,59.88
10575,2025-12-22,C,West,retail,7.07,1,7.07
10576,2025-05-04,B,North,retail,16.35,3,49.05
10577,2025-11-28,A,North,retail,50.32,3,150.96
10578,2025-11-02,B,North,retail,27.07,3,81.21
10579,2025-06-10,C,South,retail,12.84,1,12.84
10580,2025-02-28,A,North,retail,30.45,1,30.45
10581,2025-06-03,D,North,retail,8.47,1,8.47
10582,2025-12-10,D,East,retail,11.96,1,11.96
10583,2025-10-22,A,East,business,36.25,8,290.0
10584,2025-12-01,A,West,retail,34.08,2,68.16
10585,2025-07-21,C,North,retail,13.5,3,40.5
10586,2025-06-22,A,East,retail,24.65,1,24.65
10587,2025-09-23,D,East,retail,5.49,2,10.98
10588,2025-10-15,A,East,retail,25.42,4,101.68
10589,2025-12-08,A,South,retail,27.81,3,83.43
10590,2025-07-07,A,North,retail,25.32,4,101.28
10591,2025-08-14,A,North,retail,37.44,1,37.44
10592,2025-04-26,A,South,retail,40.89,3,122.67
10593,2025-05-25,A,South,retail,29.99,2,59.98
10594,2025-05-09,B,East,retail,17.85,2,35.7
10595,2025-07-05,C,West,business,15.53,4,62.12
10596,2025-06-26,C,South,retail,9.33,1,9.33
10597,2025-12-12,A,North,retail,27.53,2,55.06
10598,2025-08-19,A,East,retail,25.45,2,50.9
10599,2025-10-18,A,South,retail,26.33,1,26.33
10600,2025-11-09,A,South,retail,57.29,2,114.58
10601,2025-02-15,A,North,retail,24.04,1,24.04
10602,2025-11-05,B,East,retail,18.93,4,75.72
10603,2025-07-16,A,North,business,36.77,4,147.08
10604,2025-04-19,B,South,retail,18.22,2,36.44
10605,2025-01-12,A,South,retail,20.13,2,40.26
10606,2025-02-09,C,East,business,15.87,5,79.35
10607,2025-11-12,A,North,retail,45.66,1,45.66
10608,2025-10-19,B,East,business,18.77,3,56.31
10609,2025-03-05,A,West,retail,29.49,1,29.49
10610,2025-06-16,C,North,retail,11.37,2,22.74
10611,2025-04-06,A,South,retail,23.47,3,70.41
10612,2025-12-24,A,East,retail,26.5,3,79.5
10613,2025-06-18,A,South,retail,33.92,1,33.92
10614,2025-12-09,A,North,retail,27.36,3,82.08
10615,2025-10-09,A,North,business,39.79,2,79.58
10616,2025-01-20,A,North,retail,30.28,3,90.84
10617,2025-04-15,C,South,business,8.93,2,17.86
10618,2025-02-04,A,South,retail,45.9,2,91.8
10619,2025-10-14,A,West,retail,29.78,1,29.78
10620,2025-04-03,A,West,retail,24.92,1,24.92
10621,2025-07-09,A,West,retail,35.87,3,107.61
10622,2025-01-18,A,West,retail,38.36,1,38.36
10623,2025-05-03,B,East,retail,16.52,2,33.04
10624,2025-04-22,A,North,retail,33.03,1,33.03
10625,2025-12-23,C,North,business,12.78,2,25.56
10626,2025-04-17,C,East,business,10.36,8,82.88
10627,2025-01-14,A,North,retail,27.95,1,27.95
10628,2025-08-05,C,West,retail,6.46,3,19.38
10629,2025-09-02,A,North,business,19.29,4,77.16
10630,2025-08-07,A,South,retail,49.44,1,49.44
10631,2025-04-04,A,North,business,37.01,2,74.02
10632,2025-08-16,A,South,retail,31.39,4,125.56
10633,2025-06-23,C,East,retail,7.55,1,7.55
10634,2025-06-17,C,West,retail,14.08,3,42.24
10635,2025-05-11,B,West,retail,10.51,4,42.04
10636,2025-06-14,A,East,retail,22.3,3,66.9
10637,2025-07-21,B,East,retail,29.98,1,29.98
10638,2025-02-08,B,South,retail,24.11,4,96.44
10639,2025-11-03,B,East,business,21.57,3,64.71
10640,2025-04-05,B,West,retail,19.22,1,19.22
10641,2025-09-06,A,South,retail,35.13,3,105.39
10642,2025-11-16,A,North,retail,30.63,2,61.26
10643,2025-06-05,B,South,retail,14.13,3,42.39
10644,2025-07-03,A,North,retail,49.64,2,99.28
10645,2025-06-16,A,West,business,33.51,4,134.04
10646,2025-08-27,A,South,retail,25.92,1,25.92
10647,2025-11-07,A,West,retail,43.84,1,43.84
10648,2025-01-11,C,West,retail,7.6,2,15.2
10649,2025-11-13,A,North,business,46.64,5,233.2
10650,2025-12-03,B,West,retail,19.91,3,59.73
10651,2025-01-05,B,East,business,14.04,1,14.04
10652,2025-12-06,A,West,retail,31.83,2,63.66
10653,2025-08-12,C,South,retail,19.78,4,79.12
10654,2025-07-11,B,South,business,19.94,3,59.82
10655,2025-11-13,B,South,retail,12.36,4,49.44
10656,2025-08-12,B,North,retail,12.0,2,24.0
10657,2025-06-23,B,South,retail,18.73,5,93.65
10658,2025-11-28,C,West,retail,16.33,2,32.66
10659,2025-10-02,A,North,retail,21.36,1,21.36
10660,2025-03-02,A,West,retail,20.98,3,62.94
10661,2025-07-18,A,North,business,32.02,4,128.08
10662,2025-06-08,B,West,retail,13.66,2,27.32
10663,2025-05-09,B,East,business,18.25,2,36.5
10664,2025-04-26,A,West,business,31.94,4,127.76
10665,2025-08-01,C,South,retail,11.5,3,34.5
10666,2025-09-21,A,North,retail,40.04,2,80.08
10667,2025-08-25,A,East,business,26.61,3,79.83
10668,2025-08-27,B,West,retail,22.4,1,22.4
10669,2025-06-01,B,North,retail,20.33,2,40.66
10670,2025-12-05,A,North,business,73.0,2,146.0
10671,2025-04-06,A,South,retail,37.96,3,113.88
10672,2025-03-14,B,West,retail,14.35,2,28.7
10673,2025-11-12,A,East,retail,31.87,5,159.35
10674,2025-06-24,B,East,retail,16.66,2,33.32
10675,2025-08-05,B,North,retail,21.33,5,106.65
10676,2025-04-13,A,West,retail,40.45,3,121.35
10677,2025-08-26,A,West,retail,31.53,2,63.06
10678,2025-10-21,A,West,retail,29.09,2,58.18
10679,2025-06-01,A,North,business,32.68,4,130.72
10680,2025-02-26,D,South,retail,11.35,2,22.7
10681,2025-11-15,B,West,retail,17.7,1,17.7
10682,2025-11-09,B,South,business,21.18,4,84.72
10683,2025-02-21,A,West,retail,31.62,3,94.86
10684,2025-04-17,A,East,retail,21.57,2,43.14
10685,2025-12-20,B,North,retail,22.62,2,45.24
10686,2025-10-09,C,East,business,16.73,4,66.92
10687,2025-11-08,D,East,business,11.35,4,45.4
10688,2025-02-07,B,South,retail,14.92,2,29.84
10689,2025-08-11,B,South,retail,20.31,1,20.31
10690,2025-06-18,B,East,retail,17.83,1,17.83
10691,2025-12-21,C,North,business,15.51,4,62.04
10692,2025-03-03,A,North,retail,28.66,3,85.98
10693,2025-06-14,B,South,business,19.73,2,39.46
10694,2025-02-21,A,West,business,30.85,2,61.7
10695,2025-04-04,A,South,retail,45.56,2,91.12
10696,2025-07-16,C,North,retail,13.02,2,26.04
10697,2025-01-16,C,East,retail,11.5,4,46.0
10698,2025-08-11,A,North,business,33.86,6,203.16
10699,2025-05-28,A,West,business,38.11,1,38.11
10700,2025-11-06,A,South,retail,25.28,2,50.56
10701,2025-04-01,A,South,retail,28.37,2,56.74
10702,2025-03-11,B,South,retail,16.03,2,32.06
10703,2025-11-16,B,South,retail,19.53,3,58.59
10704,2025-02-23,B,West,retail,15.36,1,15.36
10705,2025-01-01,B,West,business,12.69,5,63.45
10706,2025-07-05,A,South,retail,36.66,4,146.64
10707,2025-09-01,A,East,retail,31.84,3,95.52
10708,2025-04-18,A,East,business,27.01,3,81.03
10709,2025-08-03,C,North,retail,17.85,2,35.7
10710,2025-08-26,A,North,business,32.44,5,162.2
10711,2025-03-14,A,North,business,52.15,2,104.3
10712,2025-05-06,C,North,business,14.2,4,56.8
10713,2025-03-24,A,South,retail,34.38,1,34.38
10714,2025-07-19,A,West,retail,33.89,1,33.89
10715,2025-03-11,A,West,business,35.41,2,70.82
10716,2025-12-27,C,East,retail,14.31,3,42.93
10717,2025-09-05,A,North,retail,28.34,1,28.34
10718,2025-04-15,A,North,retail,22.02,2,44.04
10719,2025-11-06,B,East,retail,19.46,2,38.92
10720,2025-09-10,B,South,business,28.18,2,56.36
10721,2025-12-05,A,West,business,34.89,2,69.78
10722,2025-08-17,A,West,retail,25.74,2,51.48
10723,2025-04-27,B,South,retail,18.9,5,94.5
10724,2025-03-02,A,North,business,49.64,6,297.84
10725,2025-01-04,A,East,retail,25.43,3,76.29
10726,2025-03-02,B,East,retail,17.7,1,17.7
10727,2025-08-08,A,North,retail,20.8,1,20.8
10728,2025-07-05,A,South,retail,36.25,3,108.75
10729,2025-08-06,C,South,retail,12.57,2,25.14
10730,2025-02-16,A,South,retail,46.54,2,93.08
10731,2025-02-24,A,North,business,33.77,5,168.85
10732,2025-11-05,C,North,business,15.17,5,75.85
10733,2025-10-16,C,West,retail,10.14,3,30.42
10734,2025-11-23,A,West,business,35.35,6,212.1
10735,2025-10-11,A,North,retail,24.39,3,73.17
10736,2025-08-07,B,North,retail,19.66,4,78.64
10737,2025-09-08,B,East,business,14.38,2,28.76
10738,2025-12-27,B,North,retail,22.23,4,88.92
10739,2025-03-18,B,South,business,28.22,1,28.22
10740,2025-07-08,B,East,business,19.71,3,59.13
10741,2025-02-04,B,South,retail,20.34,1,20.34
10742,2025-01-15,A,North,retail,33.77,3,101.31
10743,2025-06-01,B,South,retail,15.88,1,15.88
10744,2025-07-03,B,East,retail,20.83,2,41.66
10745,2025-08-23,B,South,retail,30.09,3,90.27
10746,2025-07-11,D,South,retail,7.54,2,15.08
10747,2025-11-23,B,South,retail,26.07,1,26.07
10748,2025-10-07,A,South,retail,23.81,1,23.81
10749,2025-08-19,A,North,retail,40.25,2,80.5
10750,2025-06-24,A,West,business,38.23,3,114.69
10751,2025-04-05,A,South,business,25.79,10,257.9
10752,2025-08-19,A,East,business,40.34,4,161.36
10753,2025-02-16,A,North,retail,27.05,2,54.1
10754,2025-03-18,A,North,retail,36.88,1,36.88
10755,2025-02-10,A,South,retail,27.0,1,27.0
10756,2025-05-22,A,East,retail,23.78,3,71.34
10757,2025-05-16,B,South,retail,15.79,2,31.58
10758,2025-12-24,A,North,retail,35.94,2,71.88
10759,2025-04-17,A,West,business,42.32,5,211.6
10760,2025-11-28,A,East,retail,29.89,2,59.78
10761,2025-01-22,A,East,business,36.72,2,73.44
10762,2025-08-09,B,South,retail,21.7,2,43.4
10763,2025-12-04,A,North,business,39.99,6,239.94
10764,2025-12-09,B,South,business,18.33,2,36.66
10765,2025-06-11,B,South,business,17.56,6,105.36
10766,2025-01-21,C,West,retail,11.63,1,11.63
10767,2025-08-07,C,West,business,11.13,3,33.39
10768,2025-10-16,A,North,retail,18.02,2,36.04
10769,2025-03-01,A,North,retail,34.44,2,68.88
10770,2025-01-02,D,North,retail,7.65,3,22.95
10771,2025-01-22,A,West,retail,33.54,1,33.54
10772,2025-12-21,A,West,business,39.2,2,78.4
10773,2025-11-19,A,North,business,30.81,3,92.43
10774,2025-10-11,B,South,business,21.51,6,129.06
10775,2025-08-04,C,East,retail,12.41,2,24.82
10776,2025-07-27,B,West,retail,13.01,3,39.03
10777,2025-12-20,A,South,business,31.19,3,93.57
10778,2025-05-19,B,North,retail,27.75,1,27.75
10779,2025-03-14,A,South,retail,21.12,1,21.12
10780,2025-06-05,A,East,retail,21.68,4,86.72
10781,2025-11-20,A,South,business,23.29,2,46.58
10782,2025-12-15,B,West,business,22.58,6,135.48
10783,2025-07-16,B,North,retail,20.29,3,60.87
10784,2025-11-28,D,North,business,12.34,1,12.34
10785,2025-10-26,A,North,business,37.91,4,151.64
10786,2025-07-10,A,South,business,29.74,6,178.44
10787,2025-12-17,B,West,business,36.49,2,72.98
10788,2025-11-24,D,North,retail,7.07,2,14.14
10789,2025-10-26,B,West,retail,12.4,1,12.4
10790,2025-10-06,B,North,retail,21.24,2,42.48
10791,2025-08-26,A,South,business,30.12,3,90.36
10792,2025-12-17,A,South,business,45.84,3,137.52
10793,2025-05-02,A,West,retail,42.56,1,42.56
10794,2025-02-28,A,North,business,26.43,4,105.72
10795,2025-06-18,A,East,retail,27.44,1,27.44
10796,2025-04-13,B,West,retail,14.8,1,14.8
10797,2025-12-15,D,West,retail,12.03,1,12.03
10798,2025-07-18,A,North,retail,31.12,4,124.48
10799,2025-08-02,B,West,retail,17.38,3,52.14
10800,2025-08-03,A,North,retail,34.89,2,69.78
10801,2025-09-23,B,West,retail,19.33,2,38.66
10802,2025-06-03,B,North,retail,19.49,2,38.98
10803,2025-07-11,D,East,retail,7.51,3,22.53
10804,2025-10-07,A,South,retail,30.46,1,30.46
10805,2025-02-20,A,North,retail,30.53,1,30.53
10806,2025-04-11,B,West,retail,24.92,2,49.84
10807,2025-08-28,A,East,retail,43.08,1,43.08
10808,2025-03-28,C,West,retail,13.0,1,13.0
10809,2025-05-10,A,West,retail,36.12,4,144.48
10810,2025-12-14,A,West,business,36.03,5,180.15
10811,2025-07-22,C,East,business,10.86,4,43.44
10812,2025-12-15,A,West,business,46.24,5,231.2
10813,2025-08-26,A,West,retail,24.87,2,49.74
10814,2025-10-06,A,North,retail,22.36,3,67.08
10815,2025-07-03,A,South,business,17.09,3,51.27
10816,2025-12-04,A,West,retail,22.27,1,22.27
10817,2025-09-27,C,North,retail,14.01,3,42.03
10818,2025-03-16,A,West,business,35.19,8,281.52
10819,2025-08-08,A,North,retail,37.95,1,37.95
10820,2025-08-10,A,South,retail,25.27,4,101.08
10821,2025-04-20,A,North,retail,27.26,2,54.52
10822,2025-10-22,A,East,retail,22.05,2,44.1
10823,2025-07-27,D,South,business,7.67,4,30.68
10824,2025-12-17,B,West,retail,27.56,1,27.56
10825,2025-11-22,B,West,business,19.25,4,77.0
10826,2025-09-06,B,East,retail,19.45,1,19.45
10827,2025-07-26,A,North,business,27.75,2,55.5
10828,2025-12-19,A,North,retail,33.26,1,33.26
10829,2025-08-09,A,North,retail,34.37,2,68.74
10830,2025-10-22,B,West,business,36.03,6,216.18
10831,2025-01-03,A,North,retail,30.93,3,92.79
10832,2025-12-09,B,North,business,34.9,4,139.6
10833,2025-09-20,B,East,retail,23.76,2,47.52
10834,2025-12-17,A,West,retail,27.14,2,54.28
10835,2025-04-21,C,South,business,8.59,3,25.77
10836,2025-03-15,A,South,retail,46.96,1,46.96
10837,2025-01-08,A,West,retail,27.22,1,27.22
10838,2025-05-12,B,North,business,22.53,1,22.53
10839,2025-10-08,B,East,business,18.63,10,186.3
10840,2025-02-01,A,South,business,37.84,4,151.36
10841,2025-03-04,A,South,retail,23.05,2,46.1
10842,2025-09-17,B,East,business,19.61,3,58.83
10843,2025-07-08,A,North,retail,42.36,4,169.44
10844,2025-06-23,A,North,retail,22.78,2,45.56
10845,2025-04-12,C,East,retail,8.03,1,8.03
10846,2025-04-07,B,East,retail,16.86,1,16.86
10847,2025-02-08,B,South,retail,18.44,1,18.44
10848,2025-09-24,B,West,business,20.72,4,82.88
10849,2025-05-27,B,South,business,24.52,1,24.52
10850,2025-09-08,C,East,retail,11.28,2,22.56
10851,2025-06-05,A,East,business,29.94,4,119.76
10852,2025-09-14,A,South,retail,41.79,3,125.37
10853,2025-12-18,A,West,retail,20.04,2,40.08
10854,2025-11-15,C,North,retail,16.54,2,33.08
10855,2025-12-09,B,South,retail,30.36,2,60.72
10856,2025-11-07,C,North,retail,17.39,2,34.78
10857,2025-10-01,A,West,business,31.59,4,126.36
10858,2025-10-23,A,North,business,35.74,2,71.48
10859,2025-10-06,A,North,business,44.17,7,309.19
10860,2025-06-25,A,North,retail,42.77,2,85.54
10861,2025-07-06,A,West,business,42.94,3,128.82
10862,2025-03-25,B,South,retail,19.61,1,19.61
10863,2025-07-28,A,West,retail,29.61,4,118.44
10864,2025-11-05,B,West,business,22.04,2,44.08
10865,2025-06-11,D,South,retail,9.14,1,9.14
10866,2025-11-08,C,West,business,20.17,3,60.51
10867,2025-12-04,D,West,business,7.39,3,22.17
10868,2025-03-19,B,West,retail,10.23,2,20.46
10869,2025-01-22,B,South,retail,17.85,2,35.7
10870,2025-06-09,A,North,retail,25.8,1,25.8
10871,2025-11-18,A,North,retail,19.59,2,39.18
10872,2025-08-27,A,South,retail,30.26,2,60.52
10873,2025-08-10,B,South,retail,18.03,1,18.03
10874,2025-06-04,A,South,business,38.96,7,272.72
10875,2025-08-08,A,West,business,34.94,3,104.82
10876,2025-01-20,A,East,business,44.99,3,134.97
10877,2025-09-26,B,North,retail,19.22,1,19.22
10878,2025-12-28,A,North,retail,24.8,1,24.8
10879,2025-05-05,A,North,retail,37.38,3,112.14
10880,2025-07-22,B,East,retail,12.79,1,12.79
10881,2025-05-09,A,East,retail,33.26,3,99.78
10882,2025-12-26,A,North,business,21.59,3,64.77
10883,2025-12-10,B,North,business,24.98,3,74.94
10884,2025-07-18,C,South,business,11.66,3,34.98
10885,2025-06-26,C,West,retail,7.77,4,31.08
10886,2025-12-03,B,North,retail,27.99,1,27.99
10887,2025-10-04,B,North,retail,19.17,2,38.34
10888,2025-05-16,B,East,retail,15.39,1,15.39
10889,2025-05-03,C,West,retail,11.73,3,35.19
10890,2025-06-07,C,South,business,13.57,4,54.28
10891,2025-05-28,C,West,retail,12.27,1,12.27
10892,2025-09-13,A,West,business,25.96,4,103.84
10893,2025-10-12,C,South,retail,8.82,2,17.64
10894,2025-06-06,A,North,business,29.6,5,148.0
10895,2025-06-05,B,South,business,13.13,2,26.26
10896,2025-01-27,A,North,retail,39.54,2,79.08
10897,2025-07-25,B,North,retail,20.32,1,20.32
10898,2025-10-18,B,North,retail,17.02,4,68.08
10899,2025-07-15,A,North,retail,27.47,2,54.94
10900,2025-12-19,C,West,retail,9.32,1,9.32
10901,2025-10-09,B,South,retail,11.02,2,22.04
10902,2025-11-24,C,North,retail,13.03,1,13.03
10903,2025-09-07,A,West,business,48.16,8,385.28
10904,2025-05-18,B,East,business,17.03,4,68.12
10905,2025-03-17,B,North,retail,16.11,2,32.22
10906,2025-04-10,A,East,retail,25.75,5,128.75
10907,2025-06-14,B,North,retail,19.92,3,59.76
10908,2025-03-25,A,South,business,23.23,3,69.69
10909,2025-07-03,A,South,retail,31.36,3,94.08
10910,2025-11-23,B,East,retail,29.92,2,59.84
10911,2025-01-06,B,South,retail,25.86,1,25.86
10912,2025-09-17,A,West,business,37.17,4,148.68
10913,2025-08-22,A,South,business,35.89,6,215.34
10914,2025-01-16,A,North,retail,38.26,1,38.26
10915,2025-08-14,A,North,retail,28.64,1,28.64
10916,2025-07-13,C,North,business,11.2,3,33.6
10917,2025-12-24,C,West,business,8.83,2,17.66
10918,2025-08-28,C,East,retail,20.75,2,41.5
10919,2025-03-10,A,West,retail,25.13,4,100.52
10920,2025-05-07,A,West,retail,29.66,2,59.32
10921,2025-10-24,B,West,retail,25.31,3,75.93
10922,2025-05-10,B,West,retail,20.29,2,40.58
10923,2025-08-12,B,South,retail,19.68,1,19.68
10924,2025-12-06,A,East,business,38.46,1,38.46
10925,2025-09-15,C,South,retail,10.94,2,21.88
10926,2025-09-03,B,South,retail,22.21,3,66.63
10927,2025-02-16,C,West,retail,14.52,2,29.04
10928,2025-12-16,A,North,business,45.04,2,90.08
10929,2025-10-08,A,North,retail,20.02,1,20.02
10930,2025-05-24,A,West,retail,23.93,3,71.79
10931,2025-04-01,B,East,retail,13.95,1,13.95
10932,2025-11-17,A,South,retail,32.66,4,130.64
10933,2025-02-10,B,West,retail,14.02,2,28.04
10934,2025-12-22,A,South,retail,23.1,2,46.2
10935,2025-11-20,A,North,business,37.56,5,187.8
10936,2025-07-23,A,South,business,29.99,5,149.95
10937,2025-01-16,C,North,retail,11.76,3,35.28
10938,2025-06-17,A,West,retail,36.82,2,73.64
10939,2025-09-22,C,West,retail,17.02,2,34.04
10940,2025-05-16,B,North,retail,21.63,2,43.26
10941,2025-06-10,A,North,retail,21.35,2,42.7
10942,2025-07-27,B,East,retail,24.42,3,73.26
10943,2025-05-18,A,North,business,25.53,2,51.06
10944,2025-12-07,C,West,retail,16.46,3,49.38
10945,2025-08-26,C,West,retail,15.35,2,30.7
10946,2025-01-19,A,West,retail,31.25,1,31.25
10947,2025-11-07,C,West,business,16.87,6,101.22
10948,2025-07-25,A,North,retail,16.1,2,32.2
10949,2025-11-22,A,West,retail,52.64,3,157.92
10950,2025-09-06,B,East,retail,22.59,1,22.59
10951,2025-06-05,A,North,business,37.68,3,113.04
10952,2025-03-19,B,North,retail,21.16,2,42.32
10953,2025-02-28,B,South,retail,29.71,1,29.71
10954,2025-12-24,A,South,retail,53.74,4,214.96
10955,2025-04-05,B,South,business,11.22,3,33.66
10956,2025-12-27,D,East,business,7.1,6,42.6
10957,2025-09-27,A,North,business,27.09,4,108.36
10958,2025-11-23,C,South,retail,12.01,1,12.01
10959,2025-05-11,A,South,retail,34.38,3,103.14
10960,2025-02-13,B,North,retail,22.24,2,44.48
10961,2025-10-20,A,West,retail,27.97,1,27.97
10962,2025-11-16,A,West,retail,40.44,1,40.44
10963,2025-07-20,A,North,retail,24.88,3,74.64
10964,2025-12-06,A,West,retail,37.59,3,112.77
10965,2025-07-27,A,North,retail,21.07,2,42.14
10966,2025-06-18,B,East,retail,18.53,2,37.06
10967,2025-11-17,A,South,retail,71.9,3,215.7
10968,2025-06-10,A,North,retail,29.27,3,87.81
10969,2025-03-06,A,West,retail,26.2,3,78.6
10970,2025-11-27,B,West,retail,24.72,4,98.88
10971,2025-11-14,A,South,retail,34.92,2,69.84
10972,2025-08-21,B,South,retail,19.72,2,39.44
10973,2025-08-04,A,East,retail,50.13,2,100.26
10974,2025-03-11,B,North,business,25.09,7,175.63
